Track Name,Artist Name(s),Album Name,Album Artist Name(s),Track Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,simplified_genre
Steal My Kisses,Ben Harper And The Innocent Criminals,Burn To Shine,Ben Harper And The Innocent Criminals,245360,0.914,0.56,-11.396,0.113,0.241,0.0214,0.217,0.87,101.019,folk
Right There,"Nicole Scherzinger, 50 Cent",Killer Love,Nicole Scherzinger,262266,0.517,0.8,-3.893,0.329,0.144,0,0.42,0.619,93.909,rap
Try Me Out,Corona,The Rhythm of the Night,Corona,206880,0.753,0.77,-8.655,0.035,0.0489,3.97e-4,0.251,0.558,130.977,house
Babe,"Sugarland, Taylor Swift",Bigger,Sugarland,215106,0.535,0.777,-3.292,0.207,0.0187,1.62e-6,0.136,0.664,171.72,folk
You've Never Been This Far Before,Conway Twitty,Hello Darlin' 15 #1 Hits,Conway Twitty,192893,0.702,0.339,-14.214,0.0359,0.679,0,0.103,0.672,133.315,folk
I Will Always Love You,Whitney Houston,Whitney The Greatest Hits,Whitney Houston,263800,0.303,0.269,-9.469,0.0368,0.831,3.01e-6,0.0906,0.122,132.857,disco
20 Miles,Ray Brown And The Whispers,Miles Of Hits,Ray Brown And The Whispers,137560,0.6,0.637,-11.011,0.0302,0.202,0,0.025,0.974,129.699,acid
Lost Without You,Delta Goodrem,Innocent Eyes,Delta Goodrem,248546,0.581,0.747,-6.682,0.0283,0.0365,1.69e-6,0.193,0.514,146.301,australian
Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,Juice WRLD,239835,0.511,0.566,-7.23,0.2,0.349,0,0.34,0.218,83.903,rap
This Girl - Kungs Vs. Cookin' On 3 Burners,"Kungs, Cookin' On 3 Burners",This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners",195561,0.79,0.705,-4.684,0.0383,0.0807,4.81e-5,0.251,0.501,121.969,disco
We Are Done,The Madden Brothers,Greetings From California,The Madden Brothers,216467,0.784,0.699,-8.328,0.0325,0.114,2.75e-4,0.104,0.827,121.164,acid
I Wish,Stevie Wonder,Songs In The Key Of Life,Stevie Wonder,252373,0.826,0.718,-10.388,0.0555,0.0845,5.44e-6,0.0652,0.884,105.857,soul
Don't Wanna Know,"Maroon 5, Kendrick Lamar",Don't Wanna Know,Maroon 5,214480,0.783,0.623,-6.126,0.08,0.338,0,0.0975,0.447,100.048,rap
Turn Me Loose (feat. Savage),"Young Divas, Savage",New Attitude,Young Divas,230453,0.789,0.768,-4.307,0.0579,0.00628,1.66e-4,0.354,0.645,124.036,australian
Versace on the Floor,Britney Holmes,Versace on the Floor,Britney Holmes,264827,0.594,0.378,-7.05,0.0256,0.68,0,0.0859,0.386,87.025,acid
About You Now,Sugababes,Change,Sugababes,212400,0.584,0.699,-6.065,0.0378,6.52e-5,6.05e-5,0.486,0.585,82.499,disco
"Tonight, I Celebrate My Love",Peabo Bryson with Roberta Flack,"Bedroom Classics, Vol. 2",Peabo Bryson,209626,0.439,0.35,-9.639,0.0293,0.753,4.16e-5,0.15,0.176,117.081,acid
Horny ('98 Radio Edit),"Mousse T., Hot 'N' Juicy",Horny,"Mousse T., Hot 'N' Juicy",187826,0.65,0.888,-5.923,0.0321,1.66e-4,0.0196,0.053900000000000003,0.64,122.863,house
Shoot Me Down - Radio Edit,Zoë Badwi,Shoot Me Down,Zoë Badwi,211949,0.597,0.681,-6.253,0.03,6.46e-4,0.13,0.437,0.325,126.003,disco
17,MK,17,MK,196489,0.703,0.832,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029,house
The Power Of Love - Remix Edit,Beverlee,House The 80s,Various Artists,184163,0.692,0.85,-4.739,0.194,0.0401,1.33e-6,0.305,0.754,130.01,acid
Mr Mysterious - Single Version,"Vanessa Amorosi, Seany B",Mr Mysterious,Vanessa Amorosi,226520,0.687,0.967,-2.447,0.0474,0.211,0,0.135,0.501,120.005,australian
Agadoo,Black Lace,What a Party!,Black Lace,189293,0.619,0.955,-6.381,0.0324,0.00548,0,0.0433,0.952,131.988,acid
In The Air - Axwell Radio Edit,"TV Rock, Rudy, Axwell",In The Air,TV Rock,166253,0.567,0.822,-5.22,0.0315,0.00829,0.491,0.695,0.574,128.042,house
Never Knew Love Like This Before,Stephanie Mills,The Best Of Stephanie Mills,Stephanie Mills,327933,0.738,0.563,-13.523,0.0336,0.375,1.74e-6,0.0547,0.739,114.039,soul
Lonely,Shannon Noll,What Matters The Most,Shannon Noll,282466,0.514,0.682,-4.079,0.0304,8.5e-4,0,0.209,0.182,123.986,australian
Colors Of The Wind,Vanessa Williams,Greatest Hits,Vanessa Williams,258706,0.561,0.388,-12.535,0.0448,0.407,6.47e-6,0.156,0.153,83.997,soul
Wham Rap! (Enjoy What You Do?),Wham!,Wham Rap! (Enjoy What You Do?),Wham!,214106,0.833,0.941,-5.961,0.105,0.497,0,0.0572,0.685,117.889,new
In My Mind (feat. Georgi Kay) - Axwell Radio Edit,"Ivan Gough, Feenixpawl, Georgi Kay, Axwell",In My Mind (feat. Georgi Kay) [Axwell Radio Edit],"Ivan Gough, Feenixpawl",185624,0.51,0.831,-4.514,0.0606,0.0435,3.14e-6,0.346,0.376,128.025,house
Nobody Knows,The Tony Rich Project,Words,The Tony Rich Project,306933,0.64,0.433,-9.432,0.0375,0.509,5.16e-6,0.103,0.25,176.088,soul
Da Funk - Radio Edit,Daft Punk,Da Funk,Daft Punk,229826,0.795,0.696,-5.829,0.0698,0.00332,0.863,0.328,0.928,111.214,house
Just Got Started,"360, PEZ",Falling & Flying (Platinum Edition),360,193026,0.773,0.663,-7.503,0.0583,0.0135,0.00119,0.118,0.92,122.555,australian
NO BAD DAYS (feat. Collett),"Macklemore, Collett",BEN,Macklemore,173453,0.769,0.858,-6.01,0.15,0.117,0.0186,0.157,0.86,160.049,rap
Treaty - Radio Mix,Yothu Yindi,Tribal Voice,Yothu Yindi,243933,0.708,0.849,-10.931,0.0479,4.34e-5,0.00214,0.36,0.824,122.308,australian
Get Up and Boogie - That's Right,Silver Convention,Silver Convention - Fly Robin Fly,Silver Convention,172066,0.797,0.552,-14.86,0.0303,0.117,0.00132,0.0806,0.967,104.988,disco
Mr Mysterious - Single Version,"Vanessa Amorosi, Seany B",So Fresh The Hits of Summer 2011 + The Best Of 2010,Various Artists,224133,0.687,0.944,-4.163,0.0472,0.161,1.99e-6,0.153,0.522,120.007,australian
Numb / Encore,"JAY-Z, Linkin Park",Collision Course (Deluxe Version),"JAY-Z, Linkin Park",205280,0.685,0.803,-4.251,0.156,0.0601,0,0.546,0.799,107.005,rap
We No Speak Americano (JT Radio Edit),"Yolanda Be Cool, DCup",We No Speak Americano (Complete Remixes),"Yolanda Be Cool, DCup",157438,0.901,0.805,-5.005,0.0464,0.0712,0.0812,0.0923,0.737,124.996,house
It's a Long Way to the Top,Highway to Hell,Thunderstruck,Highway to Hell,339653,0.49,0.885,-4.679,0.087,1.34e-4,0.0012,0.0464,0.527,135.851,acid
Sweet Dreams (Are Made of This) - Remastered,"Eurythmics, Annie Lennox, Dave Stewart",Sweet Dreams (Are Made Of This),"Eurythmics, Annie Lennox, Dave Stewart",216933,0.692,0.711,-7.498,0.0317,0.225,0,0.12,0.875,125.135,new
Toosie Slide,Drake,Toosie Slide,Drake,247058,0.834,0.454,-9.75,0.201,0.321,6.15e-6,0.114,0.837,81.618,rap
Air Balloon,Lily Allen,Sheezus,Lily Allen,228349,0.717,0.678,-6.167,0.0379,0.0195,4.34e-4,0.201,0.556,94.976,disco
Too Close,Next,Rated Next,Next,259440,0.847,0.402,-9.952,0.0641,0.0118,0,0.283,0.752,99.693,soul
Peaches N Cream (feat. Charlie Wilson),"Snoop Dogg, Charlie Wilson",BUSH,Snoop Dogg,283760,0.832,0.756,-5.332,0.0515,0.0274,1.39e-6,0.206,0.282,110.034,rap
And The Boys,Angus & Julia Stone,Down The Way,Angus & Julia Stone,249893,0.791,0.42,-8.905,0.0285,0.558,0.0173,0.129,0.507,99.882,folk
"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber",167693,0.654,0.63,-4.644,0.0259,0.153,0,0.111,0.43,89.991,folk
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",203122,0.708,0.598,-8.365,0.0291,0.037,0,0.17,0.698,112.027,soul
The Ending Is Just The Beginning Repeating,The Living End,The Ending Is Just The Beginning Repeating,The Living End,248000,0.485,0.902,-4.674,0.102,1.54e-4,0.01,0.0989,0.634,144.246,australian
Shout,"Joey Dee, The Starliters","Hey, Lets Twist (Original Soundtrack Plus Bonus Tracks 1962)",Various Artists,268320,0.437,0.434,-14.375,0.055,0.182,0,0.0872,0.876,159.842,australian
You Pick Me Up,Pete Murray,Summer At Eureka,Pete Murray,272546,0.564,0.805,-7.032,0.0457,0.0313,7.36e-5,0.102,0.37,150.058,australian
Come On Eileen,Dexys Midnight Runners,St. Paddys Day,Various Artists,283000,0.45,0.674,-6.722,0.0485,0.658,4.29e-6,0.404,0.72,106.959,new
Someday Soon,Natalie Bassingthwaighte,1000 Stars,Natalie Bassingthwaighte,252133,0.596,0.965,-4.497,0.0728,0.00711,0,0.234,0.542,130.072,australian
How Do I Live,Trisha Yearwood,Songbook: A Collection Of Hits,Trisha Yearwood,242800,0.565,0.408,-8.781,0.0267,0.579,0,0.103,0.153,125.896,folk
Right Now (Na Na Na),Akon,Freedom (Int'l Version),Akon,240746,0.832,0.87,-4.2,0.166,0.269,0,0.415,0.577,137.998,disco
All The Man That I Need,Whitney Houston,I'm Your Baby Tonight,Whitney Houston,251426,0.496,0.571,-9.958,0.0335,0.43,0,0.0332,0.25,150.944,disco
The Look Of Love - Pt. 1,ABC,The Lexicon Of Love,ABC,209160,0.739,0.898,-4.566,0.0895,0.112,0.00104,0.309,0.915,121.01,new
Where I'm Going,Cut Copy,Zonoscope,Cut Copy,214106,0.533,0.864,-4.403,0.0348,0.0208,0.772,0.138,0.733,120.999,disco
Wasn't Expecting That,Jamie Lawson,Jamie Lawson,Jamie Lawson,201295,0.683,0.367,-7.865,0.0625,0.712,4.55e-6,0.105,0.339,91.008,folk
Time (Clock Of The Heart) - Remastered 2003,Culture Club,Culture Club (Deluxe Edition),Culture Club,224493,0.716,0.773,-6.329,0.0369,0.471,0,0.0493,0.916,117.057,new
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call (Deluxe),Eminem,326466,0.701,0.728,-4.554,0.255,0.00971,0.00115,0.361,0.0591,171.388,rap
I Know,Barbara George,I Know,Barbara George,145214,0.858,0.41,-10.503,0.0468,0.604,1.25e-6,0.0877,0.902,124.1,new
Big Jet Plane,Angus & Julia Stone,Down The Way,Angus & Julia Stone,239120,0.766,0.376,-8.622,0.0267,0.252,0.00861,0.0908,0.257,109.944,folk
Lying,Amy Meredith,Restless,Amy Meredith,180266,0.481,0.947,-2.29,0.0646,0.00423,0,0.265,0.633,146.771,acid
Beat It,Michael Jackson,Thriller 25 Super Deluxe Edition,Michael Jackson,258040,0.776,0.867,-3.704,0.0479,0.0495,7.92e-6,0.197,0.918,138.827,soul
Sometimes When We Touch,Newton,Sometimes When We Touch,Newton,248080,0.661,0.974,-7.628,0.068,0.00319,1.5e-6,0.348,0.514,133.937,acid
"Too Much, Too Little, Too Late (with Deniece Williams)","Johnny Mathis, Deniece Williams",Better Together - The Duet Album,Johnny Mathis,176480,0.501,0.573,-9.078,0.0673,0.464,6.37e-6,0.0937,0.753,77.805,disco
Tell Me,Groove Theory,Groove Theory,Groove Theory,236066,0.8,0.362,-10.849,0.0634,0.035,3.99e-6,0.0667,0.888,93.059,new
White Silver Sands,Bill Blacks Combo,White Silver Sands,Bill Blacks Combo,159843,0.868,0.481,-13.239,0.0432,0.522,0.393,0.0727,0.963,116.66,acid
When I Get Where I'm Going (feat. Dolly Parton) (feat. Dolly Parton),"Brad Paisley, Dolly Parton",Hits Alive,Brad Paisley,246546,0.497,0.462,-6.705,0.0269,0.443,0,0.111,0.21,85.973,folk
(Keep Feeling) Fascination,The Human League,The Greatest Hits,The Human League,225173,0.711,0.624,-8.011,0.08,0.421,2.27e-6,0.271,0.703,118.137,new
Kids Again - Radio Edit,Example,Live Life Living (Deluxe),Example,192160,0.512,0.908,-3.788,0.0481,0.00849,0,0.33,0.482,127.953,rap
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,Curtain Call: The Hits,Eminem,321213,0.703,0.746,-4.718,0.257,0.00535,1.8e-5,0.357,0.0655,171.387,rap
Smalltown Boy,Bronski Beat,The Age of Consent,Bronski Beat,302413,0.685,0.584,-10.616,0.0276,0.288,0.00918,0.124,0.939,134.546,new
Show Me Love,Robin S,Show Me Love,Robin S,252106,0.811,0.833,-4.259,0.153,0.014,2.06e-5,0.0769,0.567,120.258,house
Not Afraid,Eminem,Recovery,Eminem,248133,0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,rap
Mouth,Merril Bainbridge,The Garden,Merril Bainbridge,205733,0.695,0.499,-9.201,0.218,0.702,5.85e-5,0.154,0.78,175.896,acid
David's Song,Robbie Williams,The Heavy Entertainment Show (Deluxe),Robbie Williams,254280,0.533,0.469,-6.493,0.027,0.244,3.29e-5,0.114,0.202,76.62,disco
Get Set,Taxiride,Imaginate,Taxiride,193893,0.508,0.812,-4.762,0.0378,0.0085,0,0.115,0.129,92.008,australian
Rockin' for Myself,Motiv8,Hits of the '90s,Various Artists,231640,0.599,0.955,-6.103,0.0378,4.23e-4,0.931,0.328,0.389,134,acid
I Go To Rio,Peter Allen,At His Best,Peter Allen,383933,0.549,0.902,-6.898,0.0531,0.107,0.0582,0.959,0.767,136.449,acid
Some Say - Felix Jaehn Remix,"Nea, Felix Jaehn",Some Say (Felix Jaehn Remix),"Nea, Felix Jaehn",186878,0.682,0.7,-5.591,0.0397,0.406,0,0.174,0.637,120.03,disco
Spanish Guitar,Toni Braxton,The Heat,Toni Braxton,289000,0.625,0.563,-6.506,0.0387,0.437,5.05e-6,0.175,0.364,120.023,soul
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),"Lana Del Rey, Cedric Gervais",214912,0.572,0.81,-5.791,0.0558,0.0157,6.53e-6,0.13,0.11,126.052,house
Wings,Delta Goodrem,Wings,Delta Goodrem,207095,0.631,0.849,-4.391,0.0353,0.0728,0,0.122,0.332,119.991,australian
Chicken Fried,Zac Brown Band,The Foundation,Zac Brown Band,238146,0.566,0.713,-4.25,0.0418,0.645,0,0.114,0.805,169.861,folk
We Run The Night,Havana Brown,We Run The Night,Havana Brown,216217,0.712,0.839,-4.633,0.0388,0.0614,8.67e-4,0.0948,0.61,127.002,australian
Sadie The Cleaning Lady,John Farnham,The Classic Gold Collection: 1967 - 1985,John Farnham,198506,0.436,0.622,-7.074,0.157,0.37,1.06e-6,0.0833,0.935,177.278,australian
Wiggle (feat. Snoop Dogg),"Jason Derulo, Snoop Dogg",Tattoos (Special Edition),Jason Derulo,193295,0.697,0.621,-6.886,0.25,0.0802,0,0.162,0.721,81.946,rap
Broken Humans,"Human Nature, Guy Sebastian",Broken Humans,"Human Nature, Guy Sebastian",183913,0.544,0.634,-6.05,0.0423,0.294,0,0.108,0.382,91.876,australian
Do Right,Glades,Do Right,Glades,194988,0.752,0.679,-6.464,0.0304,0.063,0,0.0727,0.669,106.99,folk
Bust A Move,Young MC,Stone Cold Rhymin',Young MC,263914,0.946,0.772,-7.537,0.121,0.0512,2.26e-6,0.0612,0.743,116.972,rap
What About Me,Shannon Noll,That's What I'm Talking About,Shannon Noll,201773,0.611,0.44,-6.046,0.0296,0.672,0,0.114,0.264,128.097,australian
I'm Blue (The Gong-Gong-Song),The Ikettes,I'm Blue (The Gong-Gong-Song),The Ikettes,129515,0.571,0.525,-8.164,0.0289,0.712,0.022,0.0398,0.964,109.87,acid
Starlight,"The Supermen Lovers, Mani Hoffman",Starlight,"The Supermen Lovers, Mani Hoffman",364333,0.706,0.661,-5.126,0.034,4.11e-4,0.0514,0.139,0.642,127.48,house
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,My Cherie Amour,Stevie Wonder,185293,0.604,0.357,-11.419,0.0269,0.0311,0,0.0927,0.638,100.721,soul
You Should Be Dancing,Dee Gees,Dee Gees / Hail Satin - Foo Fighters / Live,Foo Fighters,232746,0.649,0.822,-6.915,0.0531,0.00166,0.0707,0.43,0.794,123.402,acid
Legacy - Radio Edit,"Nicky Romero, Krewella",Legacy,"Nicky Romero, Krewella",195706,0.586,0.706,-3.673,0.0454,0.0609,0,0.12,0.219,127.961,house
Move Closer,Phyllis Nelson,All of Phyllis Nelson (14 Songs & Hits),Phyllis Nelson,275733,0.645,0.678,-7.367,0.0235,0.333,7.48e-5,0.228,0.729,84.482,acid
Daydreamer (feat. Example) - Radio Edit,"Flux Pavilion, Example",Daydreamer (feat. Example),Flux Pavilion,212973,0.539,0.914,-5.786,0.0345,0.00219,0.0806,0.199,0.432,141.35,house
I Love It,Sneaky Sound System,Sneaky Sound System,Sneaky Sound System,226986,0.688,0.709,-3.902,0.0375,0.00326,2.08e-5,0.0582,0.774,124.988,australian
Don't Stop Movin' - Radio Mix,"Livin' Joy, A. Manetta",Don’t Stop Movin’,Livin' Joy,215226,0.704,0.722,-10.815,0.0446,0.0287,0.00341,0.297,0.859,129.992,house
These Kids (radio edit),Joel Turner,Joel Turner & The Modern Day Poets,Joel Turner,240093,0.75,0.846,-5.241,0.0392,0.105,0.00218,0.0957,0.665,131.989,acid
The Business,Tiësto,The Business,Tiësto,164000,0.798,0.62,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,house
I Wanna Be Evil,Marina Eco,I Wanna Be Evil,Marina Eco,321038,0.523,0.33,-11.497,0.0866,0.768,0,0.212,0.416,99.658,acid
The Boys Of Summer,"DJ Sammy, Loona, Mel",Heaven,DJ Sammy,295560,0.568,0.866,-5.352,0.0275,0.025,1.43e-4,0.202,0.558,144.961,disco
Almost Persuaded,George Jones,Walk Through This World With Me,George Jones,178026,0.481,0.237,-10.716,0.0292,0.804,0,0.156,0.344,84.405,folk
(What A) Wonderful World - Remastered,Sam Cooke,The Wonderful World Of Sam Cooke (Remastered),Sam Cooke,125506,0.524,0.543,-9.889,0.0397,0.734,0,0.275,0.877,128.091,soul
Beep Beep Beep,Tiga,Ciao!,Tiga,229760,0.672,0.982,-4.296,0.0375,0.0384,0.848,0.0826,0.754,127.981,disco
Things Can Only Get Better,D:Ream,On Vol.1,D:Ream,263360,0.679,0.854,-7.613,0.0326,0.157,3.78e-6,0.201,0.106,125.209,rap
I'm Gonna Miss You,Milli Vanilli,All Or Nothing,Milli Vanilli,238866,0.712,0.27,-18.52,0.0663,0.132,0.00657,0.0982,0.756,75.645,new
Ginger Man,Brian Cadd,The Magic of Brian Cadd,Brian Cadd,252026,0.379,0.194,-14.985,0.0327,0.666,2.62e-4,0.117,0.23,113.68,australian
Just A Kiss,Lady A,Own The Night,Lady A,214440,0.564,0.623,-7.248,0.0318,0.399,0,0.0914,0.307,145.047,folk
Tequila,A.L.T. And The Lost Civilization,Another Latin Timebomb,A.L.T. And The Lost Civilization,243800,0.782,0.704,-10.342,0.158,0.00603,1.23e-5,0.944,0.599,93.517,acid
Talk of the Town,John Farnham,One Voice,John Farnham,224266,0.679,0.892,-9.401,0.0512,0.492,0.0279,0.116,0.933,92.53,australian
Need You Now,Lady A,Need You Now (Remix),Lady A,236786,0.588,0.724,-4.379,0.0315,0.0348,9.52e-5,0.239,0.377,107.986,folk
Two Tribes,Frankie Goes To Hollywood,Welcome to the Pleasuredome (25th Anniversary Deluxe Edition),Frankie Goes To Hollywood,208333,0.531,0.739,-8.551,0.0337,0.00259,0.0642,0.299,0.2,130.188,new
Pride,Ray Brown And The Whispers,Miles Of Hits,Ray Brown And The Whispers,134573,0.674,0.719,-11.526,0.0567,0.727,1.29e-4,0.0937,0.773,141.007,acid
Stan,"Eminem, Dido",Curtain Call (Deluxe),Eminem,404426,0.781,0.74,-5.065,0.208,0.0375,2.27e-6,0.449,0.527,80.056,rap
Ghetto Gospel,2Pac,Loyal To The Game,2Pac,238053,0.794,0.614,-5.352,0.0467,0.0964,0,0.0789,0.663,80.569,rap
Find You (feat. Jake Reese),"Topic, Jake Reese",Find You (feat. Jake Reese),"Topic, Jake Reese",209000,0.651,0.815,-5.87,0.0698,0.0344,7.51e-5,0.118,0.42,109.044,disco
Bright Lights Bigger City,CeeLo Green,The Lady Killer (Deluxe),CeeLo Green,218280,0.632,0.749,-5.125,0.0294,2.82e-4,1.31e-5,0.73,0.702,108.994,rap
Clap Your Hands,Kungs,Clap Your Hands,Kungs,189880,0.878,0.875,-4.923,0.0658,0.0507,3.42e-5,0.356,0.84,124.006,disco
Respectable,Mel & Kim,F.L.M. (Deluxe Edition),Mel & Kim,202640,0.697,0.971,-5.093,0.0428,0.00377,2.79e-5,0.138,0.89,122.274,new
Barbra Streisand - Radio Edit,Duck Sauce,Barbra Streisand,Duck Sauce,194531,0.764,0.925,-1.997,0.0974,7.47e-4,0.136,0.218,0.456,127.948,house
Let's Stick Together,Bryan Ferry,Let's Stick Together,Bryan Ferry,179160,0.785,0.892,-4.71,0.0356,0.0711,5.1e-4,0.113,0.974,120.115,new
Around The World,Aqua,Aquarius (Special Edition),Aqua,209760,0.705,0.976,-4.261,0.0309,0.00213,1.58e-4,0.342,0.967,129.952,disco
Livin' It Up,"Ja Rule, Case",Pain Is Love,Ja Rule,257066,0.874,0.768,-4.086,0.311,0.0554,0,0.041,0.636,106.095,rap
I Knew You Were Waiting (For Me),"George Michael, Aretha Franklin",Aretha,Aretha Franklin,241000,0.71,0.639,-12.839,0.045,0.23,0,0.172,0.733,107.947,soul
From This Moment - Revival,Eurika,From This Moment (Revival),Eurika,229416,0.501,0.474,-6.429,0.0249,0.458,0,0.0857,0.262,135.932,acid
Don't You Know Who I Am? - Remastered,Small Mercies,Beautiful Hum,Small Mercies,236146,0.486,0.919,-2.749,0.0687,0.00426,7.63e-6,0.053900000000000003,0.496,140.887,acid
Little L,Jamiroquai,A Funk Odyssey,Jamiroquai,295400,0.878,0.724,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,disco
Shake You Down,Gregory Abbott,Shake You Down,Gregory Abbott,244373,0.783,0.391,-13.154,0.0283,0.5,0,0.3,0.807,94.949,acid
Feel,Robbie Williams,Escapology,Robbie Williams,263866,0.599,0.732,-6.843,0.026,0.0145,4.67e-4,0.143,0.295,97.997,disco
Black & Blue,Guy Sebastian,Black & Blue,Guy Sebastian,219314,0.775,0.777,-4.725,0.33,0.278,1.17e-4,0.243,0.379,114.01,australian
Lucky Me,Bachelor Girl,Waiting For The Day,Bachelor Girl,270226,0.579,0.861,-6.35,0.031,0.00679,0,0.181,0.56,119.967,australian
Sing It Back - Boris Dlugosch Mix,"Moloko, Boris Dlugosch, Michael Lange",Sing It Back,Moloko,278000,0.761,0.775,-7.495,0.0339,0.00698,5.43e-4,0.0512,0.966,123.017,house
Cosby Sweater,Hilltop Hoods,Walking Under Stars,Hilltop Hoods,217720,0.796,0.81,-7.991,0.0429,0.621,3.67e-6,0.0873,0.816,125.256,rap
It's Tricky,Run–D.M.C.,Raising Hell,Run–D.M.C.,183760,0.965,0.857,-8.458,0.17,0.00131,0,0.0726,0.951,127.656,rap
Lullaby,"Sigala, Paloma Faith",Lullaby,"Sigala, Paloma Faith",204022,0.725,0.834,-3.913,0.037,0.0784,1.27e-5,0.0834,0.859,120.026,disco
"The Island, Pt. II (Dusk)",Pendulum,Immersion,Pendulum,249853,0.672,0.968,-3.371,0.119,1.25e-5,0.754,0.29,0.176,125.983,disco
Baby Got Back,Sir Mix-A-Lot,Mack Daddy,Sir Mix-A-Lot,262826,0.933,0.664,-11.281,0.311,0.00471,0,0.0908,0.616,128.467,rap
Opposite of Adults,Chiddy Bang,The Preview,Chiddy Bang,191600,0.674,0.899,-5.115,0.193,0.011,0,0.327,0.604,95.999,rap
Lonely Blue Boy,Conway Twitty,Here's Conway,Conway Twitty,136437,0.656,0.439,-9.489,0.0363,0.694,1.56e-6,0.117,0.671,112.851,folk
Son of a Gun - Remastered for Fitness Beats,JX,THE BEST EVER: 90s Dance,Various Artists,193481,0.71,0.894,-6.675,0.0424,0.0081,0.571,0.0656,0.633,129.854,acid
We No Speak Americano,"Yolanda Be Cool, Andrew Stanley, DCup, Matt Handles",We No Speak Americano,"Yolanda Be Cool, DCup",130478,0.902,0.685,-6.54,0.0566,0.111,0.00374,0.0994,0.672,125.01,house
Let It Be Me,Johnny Young & Kompany,Young Johnny,Johnny Young & Kompany,160358,0.35,0.349,-10.405,0.0266,0.767,0.0545,0.101,0.256,92.694,acid
Part-Time Lover,Stevie Wonder,In Square Circle,Stevie Wonder,252560,0.662,0.624,-13.606,0.0417,0.165,0,0.0674,0.961,174.513,soul
Misty Blue,Dorothy Moore,Misty Blue,Dorothy Moore,222400,0.394,0.243,-14.664,0.0302,0.658,0.00603,0.085,0.504,173.365,soul
Saving All My Love for You,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,237320,0.401,0.313,-11.74,0.0324,0.576,6.42e-5,0.092,0.252,198.23,disco
Stop The Music,"P-Money, Scribe",Magic City,P-Money,309146,0.723,0.63,-6.749,0.0471,0.00303,0.0428,0.0926,0.0596,129.941,rap
Everyone's at It,Lily Allen,"It's Not Me, It's You",Lily Allen,275273,0.643,0.921,-6.803,0.0689,0.0208,1.86e-5,0.2,0.659,117.003,disco
This Craziness Inside of Me,Steady Rollin,This Craziness Inside of Me,Steady Rollin,263754,0.655,0.918,-3.624,0.0292,0.00865,0.00239,0.177,0.849,126.018,folk
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,"Robin Schulz, Jasmine Thompson",Prayer,Robin Schulz,179960,0.548,0.723,-6.002,0.0375,0.0969,1.28e-5,0.337,0.499,125.088,house
Neopolitan Dreams,Lisa Mitchell,Wonder (Standard),Lisa Mitchell,193946,0.739,0.485,-10.715,0.0299,0.22,0,0.105,0.492,113.98,australian
Land of 1000 Dances,Wilson Pickett,The Exciting Wilson Pickett,Wilson Pickett,146973,0.618,0.588,-11.624,0.0735,0.0128,0.0266,0.351,0.768,86.903,soul
Following the Sun,"SUPER-Hi, NEEKA",Following the Sun,"SUPER-Hi, NEEKA",205000,0.734,0.828,-4.433,0.033,0.398,0.0225,0.136,0.717,127.023,acid
Bohemian Like You,The Dandy Warhols,Thirteen Tales From Urban Bohemia,The Dandy Warhols,211706,0.584,0.931,-6.158,0.0344,0.00315,0.772,0.133,0.694,131.275,disco
Payphone,"Maroon 5, Wiz Khalifa",Overexposed Track By Track,Maroon 5,231173,0.743,0.752,-4.813,0.0414,0.0188,0,0.287,0.545,110.015,rap
The King of Wishful Thinking,Go West,Indian Summer,Go West,241760,0.669,0.868,-7.377,0.0527,0.033,0,0.0991,0.913,107.885,new
Aussie As,Matt Scullion,Aussie As,Matt Scullion,220241,0.454,0.349,-9.004,0.0272,0.55,2.37e-6,0.139,0.269,76.611,australian
The One Who Really Loves You - Single Version,Mary Wells,The One Who Really Loves You,Mary Wells,147466,0.769,0.397,-13.511,0.0309,0.717,0,0.237,0.927,115.713,soul
Falling in Love Again,Ted Mulry,Vanda and Young: the Official Songbook,Various Artists,228186,0.501,0.633,-6.005,0.0323,0.424,0.0523,0.339,0.628,114.333,acid
Radio Mix,F.C.B,Excalibur 2000,F.C.B,239226,0.474,0.994,-8.175,0.0752,0.00677,0.783,0.264,0.255,163.115,acid
